label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
2	1269 m^2	1.1128	Games and Playable Media	chicken	1.038	879	0.9749	458	Michael	739	744	0.3221
1	1432 m^2	0.9218	Games and Playable Media	reptile	1.1203	950	1.0804	941	Vani	848	766	0.8448
4	1079 m^2	?	Robotics Engineering	guinea pig	0.1981	679	0.8795	885	Eriq	1373	670	0.6639
3	1333 m^2	0.6459	Computer Game Design	ferret	0.6569	896	1.18	1425	Andrew	758	1126	0.9357
3	1201 m^2	0.5878	Human Computer Interaction	hamster	0.7168	1225	0.9447	1114	Andrew	759	835	0.8017
1	1105 m^2	0.9675	Electrical Engineering	reptile	0.9196	947	0.6716	1017	Vani	1133	828	1.147
0	88 m^2	0.3191	Computer Engineering	rabbit	0.5319	1088	0.504	562	Reilly	872	770	0.9412
5	819 m^2	0.8618	Bioengineering	fish	0.7749	557	0.7473	703	Fabrice	1043	1039	1.0578
3	934 m^2	0.4466	Computer Game Design	hamster	0.9108	1036	0.9013	1024	Andrew	716	1002	1.1707
1	1099 m^2	1.3238	Electrical Engineering	reptile	1.2506	759	1.4415	1129	Vani	947	782	0.9558
1	1036 m^2	0.6195	Electrical Engineering	reptile	0.9991	869	0.924	1153	Vani	884	957	1.0814
4	1025 m^2	0.9069	Bioinformatics	bird	0.0007	?	0.3449	904	Inan	697	790	0.8045
2	975 m^2	0.7608	Games and Playable Media	chicken	1.0716	995	0.9652	529	Michael	1079	467	0.2405
8	1094 m^2	1.0614	Computer Science	dog	0.7133	886	1.0976	1198	Sam	1223	876	0.778
7	1275 m^2	0.899	Data Science	ferret	0.681	958	0.7395	996	Chris	794	7	0.7971
0	127 m^2	0.4519	BIOTECHNOLOGY	rabbit	0.7931	942	0.4217	630	Michael	172	1109	0.9233
8	956 m^2	0.9283	Computer Science	dog	0.9341	768	0.9874	793	Tony	602	1071	1.0601
2	991 m^2	0.7566	Games and Playable Media	chicken	0.9681	908	0.822	225	Michael	425	426	0.3166
3	727 m^2	0.4944	Human Computer Interaction	hamster	1.0784	1070	0.7679	1355	Andrew	793	1264	1.1629
3	1387 m^2	0.5874	Statistics	ferret	0.741	1021	1.0885	776	Andrew	616	1117	0.8661
7	1137 m^2	1.2246	Data Science	cat	0.5877	896	0.8278	1101	Chris	1110	-15	0.7846
4	1261 m^2	1.0054	Bioinformatics	guinea pig	0.1062	698	1.2258	1086	Inan	1103	917	0.9015
0	137 m^2	0.0317	Natural Language Processing	rabbit	0.5519	907	0.1745	596	Reilly	416	871	0.8251
0	186 m^2	0.0558	Biotechnology	rabbit	0.7322	845	0.489	232	Reilly	162	831	1.0453
0	457 m^2	0.0348	Natural Language Processing	rabbit	0.7576	973	0.4457	683	Reilly	518	911	1.3737
7	1277 m^2	0.6318	Data Science	reptile	0.5337	874	1.053	1004	Eriq	1295	98	0.9401
1	1081 m^2	1.0054	Electrical Engineering	reptile	0.9241	981	0.8129	979	Vani	1070	1161	0.9568
7	1184 m^2	0.8761	Data Science	fish	0.9009	842	0.7576	1098	ERIQ	993	39	1.0234
2	716 m^2	0.808	Games and Playable Media	rat	1.0411	953	1.0006	139	Vani	827	419	0.1658
1	941 m^2	1.1388	Electrical Engineering	reptile	1.275	1058	1.2696	974	Vani	908	1093	0.9296
3	946 m^2	0.4811	Human Computer Interaction	hamster	0.9457	780	0.887	1005	Andrew	555	1131	1.0924
2	1192 m^2	0.9088	Games and Playable Media	rat	0.8032	755	0.9344	423	Michael	918	356	0.2052
3	881 m^2	0.5619	Human Computer Interaction	hamster	1.0219	729	0.942	1140	Andrew	793	909	0.9789
5	992 m^2	1.0962	Bioengineering	fish	0.5476	667	0.9734	525	Fabrice	1040	None	0.9789
5	1049 m^2	0.6225	Applied Mathematics	fish	0.6443	385	0.7434	458	Fabrice	936	988	1.0141
0	303 m^2	0.238	Computer Engineering	rabbit	0.7638	1162	0.5809	494	Reilly	355	1096	1.088
3	1188 m^2	0.6825	Statistics	hamster	1.1676	1068	1.0555	1149	Andrew	767	764	0.8212
3	1059 m^2	0.9557	Statistics	ferret	0.821	1176	0.9658	994	Andrew	893	779	0.739
0	13 m^2	0.3249	Natural Language Processing	cat	0.8157	1262	0.2132	686	Reilly	-400	883	1.0281
1	1160 m^2	0.6213	Electrical Engineering	REPTILE	0.8458	884	1.1199	991	Vani	1012	731	1.1075
4	742 m^2	0.7533	Robotics Engineering	ferret	0.3205	656	0.8501	1406	Inan	718	1151	0.9993
4	1095 m^2	0.5405	Robotics Engineering	guinea pig	0.1706	658	0.865	1200	Inan	988	517	0.8913
8	1131 m^2	1.0935	Computer Science	dog	0.885	873	0.955	844	Tony	1039	816	0.8449
3	1108 m^2	0.3791	Human Computer Interaction	hamster	1.0721	1083	1.2806	751	Andrew	1247	1041	0.7673
7	1298 m^2	0.6654	Data Science	cat	0.785	1176	0.8334	929	Chris	1019	346	1.2007
8	1071 m^2	0.8212	Computer Science	dog	0.93	1071	1.0679	688	Tony	982	1048	1.1039
1	1023 m^2	0.8543	Electrical Engineering	reptile	1.0592	815	1.0442	976	Vani	975	904	1.2387
7	833 m^2	1.0707	Data Science	cat	0.8269	887	0.9354	747	Chris	454	-14	0.8872
5	1196 m^2	1.131	Bioengineering	fish	0.3645	359	0.9164	848	Fabrice	920	1122	0.8059
6	884 m^2	1.3008	Technology and Information Management	n/a	0.89	941	1.1303	1003	Eriq	843	995	1.0071
2	943 m^2	0.7595	Games and Playable Media	rat	1.2054	1141	1.0125	435	Michael	995	401	0.1817
8	868 m^2	1.0866	Computer Science	dog	0.8296	913	0.9311	909	Sam	1117	1184	0.8079
8	875 m^2	0.7511	Computer Science	dog	0.741	736	1.0064	618	Tony	890	910	1.0985
7	652 m^2	0.8934	Data Science	cat	0.5792	1138	1.0033	1122	Chris	907	159	1.0838
3	1134 m^2	1.0601	Human Computer Interaction	ferret	0.7833	1114	0.9778	1112	Andrew	741	1001	0.8741
7	874 m^2	0.8316	Data Science	cat	0.2389	944	1.2722	1057	Chris	454	191	1.0802
4	1212 m^2	1.385	Bioinformatics	bird	0.1601	830	0.9833	891	Inan	1070	773	1.1985
3	1082 m^2	0.2936	Computer Game Design	hamster	0.8665	1008	0.6398	1048	Andrew	955	860	0.8997
3	929 m^2	0.919	Natural Language Processing	hamster	0.8904	1099	0.8281	1031	Andrew	729	794	0.9789
6	955 m^2	1.2258	Computer Science	PIG	1.2468	1066	0.9082	978	Eriq	809	1007	1.1219
0	278 m^2	-0.0757	Natural Language Processing	rabbit	0.4525	1231	0.3417	524	Reilly	437	928	0.9108
8	1347 m^2	1.0297	Computer Science	rabbit	0.9593	1250	1.2447	949	Tony	993	964	0.9588
2	959 m^2	1.3163	Games and Playable Media	hamster	1.0219	1118	1.0043	323	Michael	877	354	0.187
4	1027 m^2	1.1366	Bioinformatics	guinea pig	0.0893	736	0.6589	1238	Lise	977	492	0.9152
4	1102 m^2	1.174	Robotics Engineering	guinea pig	0.2678	702	0.7662	673	Lise	744	735	1.071
2	900 m^2	0.7437	Games and Playable Media	chicken	1.0771	857	0.8087	211	Michael	1036	275	0.3747
3	907 m^2	0.7545	Human Computer Interaction	ferret	0.9609	1352	0.7146	1115	Andrew	983	1148	0.7736
5	914 m^2	0.7143	Applied Mathematics	fish	0.4342	333	1.0735	707	Fabrice	634	869	0.9218
1	1273 m^2	0.8259	Statistics	reptile	0.8858	1028	0.8715	842	Vani	1446	1165	1.1007
1	1232 m^2	0.7456	Electrical Engineering	reptile	1.2119	1176	0.921	976	Vani	755	1114	1.064
0	159 m^2	-0.0354	Biotechnology	pig	0.7756	1084	0.5208	295	Reilly	579	1032	0.7798
4	1338 m^2	1.2146	Robotics Engineering	bird	0.4588	615	1.1819	1054	Lise	934	771	0.7798
8	911 m^2	0.74	Computer Science	dog	1.1029	1193	1.1782	865	Tony	1187	1092	1.0848
0	172 m^2	-0.1553	Biotechnology	cat	0.7642	1129	0.6112	166	Reilly	329	N/A	1.1886
6	485 m^2	0.887	Technology and Information Management	pig	0.9376	1135	0.8852	744	Eriq	970	956	1.0259
6	784 m^2	0.9369	Computational Media	pig	1.0847	1116	0.9893	1225	Tony	858	752	1.0099
1	939 m^2	0.6915	NULL	reptile	0.8326	984	1.1047	1091	Vani	880	1026	0.8564
3	1151 m^2	0.0034	Computer Game Design	hamster	1.3144	1277	1.0944	1209	Andrew	827	1145	1.1705
3	1339 m^2	0.4761	Statistics	ferret	1.0912	947	0.7746	1089	Andrew	1064	917	0.8689
1	877 m^2	0.9346	Electrical Engineering	reptile	0.9231	1115	1.0548	1063	Vani	1181	1028	0.9938
2	979 m^2	0.9592	Computer Science	CAT	0.9531	1227	1.1405	130	Michael	946	625	0.3443
2	963 m^2	0.9108	Games and Playable Media	chicken	0.9807	1110	1.004	328	Michael	848	453	0.2579
6	837 m^2	0.9193	Technology and Information Management	pig	0.8841	911	0.6859	1076	Eriq	757	936	1.3063
6	515 m^2	1.1039	Computer Science	pig	0.8028	833	1.0286	1012	Eriq	1042	1031	0.9421
3	990 m^2	0.5139	Statistics	rabbit	1.344	1054	0.9503	955	Andrew	725	1205	0.6897
0	56 m^2	0.3375	Computer Engineering	reptile	0.8321	1021	1.0564	266	Reilly	518	1036	1.0879
1	1127 m^2	0.9607	Electrical Engineering	reptile	1.0096	896	0.6585	1158	Vani	1104	1018	1.0973
3	1329 m^2	0.4418	N/A	pig	0.9768	1021	1.2046	1383	Andrew	824	944	1.1647
6	443 m^2	1.0352	Computational Media	pig	1.0798	989	0.7676	1270	Eriq	807	871	1.0473
7	999 m^2	0.8233	Computer Science	cat	0.5323	1037	0.5636	1069	Chris	924	38	0.873
4	783 m^2	1.6894	Robotics Engineering	bird	-0.0298	1098	0.8443	773	Lise	1059	841	0.5452
4	947 m^2	1.2083	Robotics Engineering	guinea pig	0.2259	576	0.9476	876	Lise	1035	836	0.8406
4	938 m^2	1.0075	Bioinformatics	guinea pig	0.4686	904	0.7935	906	Inan	1071	817	0.9871
2	938 m^2	0.8574	Games and Playable Media	rat	0.7869	873	0.7289	242		1133	357	0.416
5	891 m^2	0.9574	Bioengineering	fish	0.5859	1	1.1398	735	Andrew	947	817	1.055
1	1022 m^2	1.0611	Electrical Engineering	reptile	0.8811	858	1.02	1257	Vani	1106	1179	0.8633
3	1181 m^2	0.7203	Computer Game Design	ferret	1.0328	888	0.9615	750	Andrew	844	1146	1.0483
7	906 m^2	0.8315	Computer Science	cat	0.6587	1054	1.0345	834	Chris	797	-73	1.0427
7	n/a	0.7193	Data Science	cat	0.5649	1191	1.1039	803	Chris	597	95	1.2388
1	1094 m^2	0.8773	Electrical Engineering	reptile	1.0038	989	0.8368	826	Vani	1231	1003	1.1465
2	922 m^2	1.407	Natural Language Processing	chicken	1.1667	1094	1.0442	85	Michael	782	477	0.0017
3	872 m^2	0.4579	Computer Game Design	ferret	0.6789	801	1.2559	1174	Andrew	1025	969	1.3186
6	719 m^2	0.777	Computational Media	pig	1.1894	1285	0.9793	1113	Eriq	605	790	1.0319
1	1178 m^2	0.9075	Electrical Engineering	reptile	0.8332	965	1.3332	1030	Vani	1248	983	0.88
0	364 m^2	-0.0699	Natural Language Processing	rabbit	0.7784	1164	0.2285	603	reilly	382	1091	1.0034
4	1046 m^2	1.1759	Bioinformatics	bird	0.4892	474	0.8668	1021	Inan	884	646	0.7087
2	1205 m^2	0.8608	Games and Playable Media	chicken	1.0564	792	1.1505	192	Michael	930	721	0.2808
6	788 m^2	1.0964	Computational Media	pig	1.1436	NULL	1.0521	1059	Eriq	643	834	1.0848
2	797 m^2	0.8819	Games and Playable Media	rat	1.1047	988	0.8347	177	Chris	919	326	0.3223
2	981 m^2	0.8651	Games and Playable Media	rat	1.0817	942	0.8454	174	Vani	880	496	0.4463
1	1232 m^2	0.8369	Applied Mathematics	reptile	1.0576	1056	0.871	787	Vani	978	1295	0.9412
2	1259 m^2	0.9966	Games and Playable Media	rat	1.0015	1128	0.9991	207	Eriq	1165	165	0.3456
0	248 m^2	0.1075	Computer Engineering	fish	0.7477	1023	0.3041	435	Reilly	311	856	1.0023
8	989 m^2	0.8396	Computer Science	cat	0.7892	969	0.9694	1082	Andrew	1128	921	1.0716
0	573 m^2	0.0464	Biotechnology	rabbit	0.7041	907	0.3071	595	Reilly	530	1162	1.0691
7	966 m^2	0.9291	Data Science		0.5623	989	1.2457	997	chris	1494	237	0.9186
4	992 m^2	0.9754	Bioinformatics	bird	0.522	670	0.3886	845	Inan	1505	757	0.9898
0	276 m^2	-0.1763	Computer Engineering	rabbit	0.6872	938	0.5905	333	reilly	399	1132	1.0429
1	801 m^2	0.9455	Electrical Engineering	fish	1.0263	774	0.9649	1176	Michael	1042	871	1.0547
2	1016 m^2	0.8815	Games and Playable Media	chicken	1.4588	1034	0.926	94	Michael	1076	50	0.3966
5	1200 m^2	0.9319	Games and Playable Media	fish	0.5015	133	1.1374	711	Fabrice	1157	864	0.8821
3	991 m^2	0.5318	Human Computer Interaction	pig	0.6532	973	1.223	1108	Andrew	1125	982	1.2843
4	1162 m^2	1.0142	Bioinformatics	bird	0.2697	893	0.7785	1195	Inan	846	789	0.9779
6	697 m^2	0.9533	Computational Media	pig	1.0192	874	0.9767	1233	Eriq	1147	984	0.8226
0	156 m^2	-0.3143	Natural Language Processing	rabbit	0.7794	940	0.4035	546	Sam	554	960	1.2896
8	964 m^2	1.1961	Computer Science	dog	0.8616	1170	0.8916	961	Sam	1006	1352	1.0404
6	631 m^2	0.9314	Technology and Information Management	pig	1.1169	803	0.6782	1050	Eriq	1355	938	0.84
1	1067 m^2	0.8478	Electrical Engineering	reptile	0.7649	1264	0.9455	1040	Vani	888	None	1.1018
1	1059 m^2	1.0772	Electrical Engineering	reptile	1.047	798	1.2447	823	Vani	704	813	0.8194
7	1003 m^2	1.2086	Data Science	cat	0.7961	975	0.7855	860	Chris	1189	281	0.7638
5	936 m^2	1.023	Applied Mathematics	fish	0.3151	188	1.0701	715	Fabrice	580	785	1.1881
0	356 m^2	0.2647	Natural Language Processing	rabbit	?	1154	0.5641	572	Reilly	323	1028	0.8304
4	738 m^2	1.2272	Robotics Engineering	guinea pig	0.2784	856	1.1194	1046	Lise	1163	988	0.7086
4	1012 m^2	1.4915	Robotics Engineering	fish	0.3056	662	1.2142	1061	Lise	848	925	0.4972
4	999 m^2	1.1689	Robotics Engineering	bird	0.3564	594	0.7448	1217	Inan	981	542	0.8849
6	389 m^2	1.055	Biotechnology	pig	0.951	945	1.1241	1194	Eriq	797	824	0.876
2	981 m^2	0.7729	Bioengineering	RAT	0.9554	915	0.7364	402	Michael	None	416	0.4124
4	1001 m^2	1.1704	Robotics Engineering	guinea pig	0.3867	475	0.941	803	Lise	1167	755	1.1025
5	957 m^2	1.0204	Applied Mathematics	fish	0.67	206	0.8854	892	Fabrice	1087	1054	0.9965
1	1092 m^2	1.2812	Electrical Engineering	hamster	1.2844	977	1.0207	1118	Vani	1286	1144	1.113
0	341 m^2	0.4498	Computer Engineering	rabbit	0.8068	1218	0.35	328	Reilly	724	1240	1.0269
0	-16 m^2	-0.1044	Computer Engineering	rabbit	0.5755	978	0.365	278	Reilly	361	1133	0.9333
4	1037 m^2	1.0116	Robotics Engineering	guinea pig	0.2741	812	0.8584	1075	Fabrice	1163	521	0.9136
0	247 m^2	0.3799	Biotechnology	rabbit	0.7753	1079	0.6931	n/a	Reilly	119	944	1.127
2	1304 m^2	0.603	Games and Playable Media	pig	1.0001	1221	1.005	9	michael	1242	557	0.3392
8	1258 m^2	1.1761	Computer Science	dog	0.9853	1106	1.5228	1074	Sam	937	1048	1.0901
7	923 m^2	0.9111	Data Science	cat	0.7115	1094	1.2598	897	Chris	1097	-43	0.8478
6	962 m^2	0.5258	Technology and Information Management	pig	0.8915	737	1.053	1274	Eriq	946	1001	1.0876
3	670 m^2	0.5388	Human Computer Interaction	hamster	0.7683	875	1.058	881	Andrew	1095	773	0.803
5	965 m^2	1.2158	Bioengineering	fish	0.9021	431	0.6355	928	Tony	1201	900	1.1435
5	1024 m^2	0.8771	Bioengineering	fish	0.4631	581	0.9641	744	Fabrice	968	921	0.9416
3	999 m^2	0.3122	Statistics	ferret	0.7888	1192	0.9103	935	Andrew	719	978	0.8341
5	1053 m^2	0.6217	Robotics Engineering	fish	0.5158	478	0.6289	619	Fabrice	1308	726	0.9577
3	876 m^2	0.8313	Human Computer Interaction	ferret	0.8349	779	0.888	881	Andrew	1144	931	0.7678
7	1014 m^2	1.4669	Data Science	cat	0.5634	1186	1.1574	1307	Vani	1139	-4	0.7742
7	958 m^2	0.5711	Statistics	rabbit	NULL	1194	1.1222	None	Chris	1222	229	0.7546
2	850 m^2	0.9626	Games and Playable Media	rat	0.5838	996	1.0355	92	Vani	685	711	0.4607
5	1000 m^2	1.2781	Applied Mathematics	fish	0.6264	493	0.8317	846	Fabrice	941	1002	1.1994
7	961 m^2	1.1559	Data Science	cat	0.8498	879	0.9002	873	Chris	1061	122	1.1363
2	886 m^2	1.4203	Games and Playable Media	rat	0.8841	1241	0.9951	307	Tony	952	342	0.3743
5	852 m^2	0.8959	Bioengineering	fish	0.5969	281	0.7608	855	Fabrice	957	814	0.6913
2	1017 m^2	1.3089	Games and Playable Media	chicken	0.8159	1090	0.9403	262	Michael	1082	464	0.6428
8	989 m^2	0.5402	Computer Science	guinea pig	1.131	918	0.9164	1082	Sam	835	1042	0.7127
7	1078 m^2	0.7167	Data Science	cat	0.5762	1057	1.2935	552	Chris	1287	154	1.0752
3	947 m^2	0.3788	Human Computer Interaction	ferret	1.0461	1221	0.5759	1022	Andrew	942	725	0.7073
2	853 m^2	0.4642	Games and Playable Media	rat	0.9596	952	1.075	468	Michael	1039	432	0.2065
2	1056 m^2	1.5132	Games and Playable Media	chicken	1.0063	693	0.7215	158	Michael	1238	511	0.1079
3	1038 m^2	0.4793	Human Computer Interaction	hamster	1.1636	1158	0.9715	925	Andrew	644	1065	0.9734
1	1159 m^2	0.5458	Electrical Engineering	reptile	0.77	840	0.8026	773	Vani	1059	835	0.8525
8	1085 m^2	0.7316	Computer Science	dog	0.9532	869	1.0295	1163	Tony	1158	1025	1.1596
4	1376 m^2	1.2714	Bioinformatics	bird	0.2564	886	0.8313	972	Inan	1025	664	0.7148
8	1376 m^2	0.6652	Computer Science	dog	0.8747	1301	0.8504	1000	Tony	967	1006	0.8886
1	1069 m^2	1.0346	Electrical Engineering	reptile	1.2158	799	0.9557	1020	Vani	1166	921	1.0784
7	1004 m^2	1.128	Data Science	CAT	0.5044	935	0.6788	885	Chris	813	46	0.9647
7	998 m^2	1.1062	dATA sCIENCE	cat	0.5455	805	1.1386	1059	Andrew	768	122	0.9421
7	n/a	0.9124	Data Science	cat	0.4188	1148	0.8678	829	Chris	917	-15	1.0085
3	868 m^2	0.4104	Statistics	ferret	0.6949	926	1.347	959	Andrew	872	791	0.9007
8	753 m^2	1.0422	Computer Science	dog	0.8725	543	0.748	1065	Andrew	1316	964	1.008
1	924 m^2	1.0842	eLECTRICAL eNGINEERING	guinea pig	0.9352	1057	0.8221	1048	Vani	1316	1075	0.8411
4	866 m^2	0.8009	Robotics Engineering	bird	0.1714	833	0.6102	1042	Inan	1154	739	0.5973
5	984 m^2	1.1827	COMPUTATIONAL MEDIA	fish	0.4288	337	0.7468	678	Fabrice	1190	729	1.0125
2	961 m^2	1.0416	Games and Playable Media	chicken	0.9129	906	1.1985	-3	Michael	759	-40	0.5208
3	1321 m^2	0.5942	Statistics	ferret	0.6534	1043	0.792	798	Fabrice	1042	482	1.0519
5	914 m^2	1.0015	Bioengineering	fish	0.3894	274	1.0644	842	Fabrice	1293	665	0.8877
4	786 m^2	1.1287	Electrical Engineering	bird	0.1666	814	0.7665	1000	Lise	775	946	0.5753
1	892 m^2	0.9466	Electrical Engineering	reptile	0.8517	990	0.9187	996	Vani	907	1024	0.7385
6	763 m^2	1.0733	Technology and Information Management	pig	1.0259	926	0.6166	1018	Eriq	868	1076	1.0344
6	586 m^2	0.8527	Computational Media	pig	0.9341	975	0.7622	790	Andrew	791	734	0.7678
2	1054 m^2	0.4878	Games and Playable Media	?	0.9462	813	0.962	311	Michael	1028	592	0.3665
0	192 m^2	0.2466	Computer Engineering	rabbit	0.7068	754	0.1913	269	Reilly	266	1142	0.7865
6	875 m^2	0.969	Technology and Information Management	pig	1.2225	1184	0.7651	1208	MICHAEL	975	1195	0.6693
0	253 m^2	0.0796	Biotechnology	rabbit	0.5966	1095	0.5329	348	Reilly	790	985	1.0402
1	1250 m^2	0.6168	Electrical Engineering	reptile	1.0273	914	1.119	743	Vani	605	894	1.2119
6	645 m^2	0.9438	Computational Media	dog	0.9872	1076	1.4301	932	Eriq	819	1061	1.5364
1	1143 m^2	1.0412	Electrical Engineering	reptile	0.9861	1041	1.0554	860	Vani	1182	1074	0.7213
4	1028 m^2	0.7939	Robotics Engineering	chicken	0.5656	529	0.9568	1203	Inan	811	653	0.7726
3	906 m^2	0.664	Computer Game Design	ferret	1.0956	960	1.1917	1095	Andrew	821	1200	0.8247
2	1147 m^2	0.6361	Games and Playable Media	rat	0.7752	884	1.0427	152	Michael	919	537	0.4702
3	1004 m^2	0.6659	Computer Game Design	ferret	0.8795	1360	1.0635	1144	Andrew	793	1284	1.0306
0	54 m^2	0.3454	n/a	rabbit	1.0836	1164	0.3746	439	Reilly	464	1376	0.9222
1	866 m^2	1.196	Electrical Engineering	reptile	1.0151	775	0.6345	999	Vani	1223	893	1.1536
6	621 m^2	0.9735	Technology and Information Management	pig	0.7602	810	0.8987	1259	Eriq	1205	1010	0.7921
6	734 m^2	1.0023	Technology and Information Management	pig	1.2747	731	1.0421	1087	Andrew	985	636	1.2088
6	635 m^2	0.9446	Technology and Information Management	pig	1.2731	1083	1.1228	1267	Eriq	766	901	0.8483
1	1079 m^2	0.8522	Electrical Engineering	None	1.129	683	1.4003	1245	Vani	917	1067	1.1585
5	981 m^2	0.6955	Applied Mathematics	fish	0.4545	317	0.7889	956	Fabrice	1206	699	0.9824
1	1050 m^2	1.1658	Electrical Engineering	reptile	1.2027	1025	0.8695	1128	Sam	1325	816	1.3103
5	550 m^2	1.2387	Bioengineering	fish	0.7207	419	1.2512	777	Fabrice	1017	733	0.8749
0	n/a	0.006	Biotechnology	rabbit	0.6755	1085	0.3678	663	Reilly	350	1091	1.0024
6	789 m^2	0.5759	Computational Media	pig	0.8195	1098	0.895	995	Eriq	1026	737	0.9641
6	643 m^2	0.8385	Data Science	pig	0.9666	928	1.0298	1065	Eriq	768	952	0.9664
3	1099 m^2	0.5277	Computer Game Design	hamster	0.995	1159	1.0598	707	Andrew	646	1099	NULL
1	1057 m^2	1.1401	Electrical Engineering	REPTILE	1.1203	1163	0.817	1028	Vani	983	1057	0.941
4	1024 m^2	1.0738	Bioinformatics	bird	0.2235	758	0.566	1272	Inan	1392	955	1.0547
0	77 m^2	0.2415	Biotechnology	rabbit	0.5533	977	0.7403	189	Reilly	194	1093	0.7313
7	1086 m^2	1.2509	Data Science	cat	0.2731	1142	1.1276	1005	Chris	1136	-3	1.1043
2	958 m^2	0.9795	Games and Playable Media	Chicken	1.0253	909	1.2681	429	Reilly	1049	603	0.3486
0	266 m^2	-0.1696	Bioinformatics	pig	1.0061	1139	0.4933	339	Reilly	128	1212	1.1958
7	946 m^2	1.0674	Data Science	CAT	0.6665	1021	0.7693	1190	Chris	1101	61	0.7584
7	1270 m^2	0.6428	Data Science	CAT	0.7532	1328	0.8123	809	Chris	997	231	0.7976
7	1262 m^2	1.0955	Data Science	cat	0.6586	1191	1.3299	1099	Chris	1581	270	0.9176
6	655 m^2	1.1907	Computer Game Design	pig	0.6364	955	1.125	1279	eriq	588	925	0.9562
2	923 m^2	0.9513	Games and Playable Media	rat	0.931	914	0.9789	217	Michael	673	324	0.1875
2	919 m^2	0.7214	Games and Playable Media	rat	0.79	1224	0.9264	380	Michael	1037	365	0.4828
3	1283 m^2	0.2779	Computer Game Design	ferret	0.8051	997	N/A	892	Andrew	1052	615	1.0518
7	1036 m^2	0.9204	Data Science	cat	0.5399	774	1.2552	1134	Chris	1376	47	1.0328
7	940 m^2	0.9157	Data Science	cat	0.919	1066	1.364	1059	Chris	1087	-35	0.8642
2	1270 m^2	0.6691	Games and Playable Media	chicken	0.6548	1035	1.1433	102	michael	951	486	0.3239
3	823 m^2	0.6414	Computer Game Design	ferret	1.0175	973	0.9382	1056	Andrew	1002	929	0.8156
4	1024 m^2	1.2997	Bioinformatics	bird	0.0752	819	1.0045	?	Inan	986	454	0.8143
1	888 m^2	1.0236	Electrical Engineering	reptile	1.0799	1153	N/A	1100	Vani	740	741	1.0027
0	337 m^2	-0.1443	Natural Language Processing	rabbit	0.8474	1269	0.3372	386	Reilly	400	1004	1.0532
4	1037 m^2	1.0022	Bioinformatics	guinea pig	0.4066	768	1.1217	932	Inan	NULL	715	0.9012
4	1184 m^2	1.1116	Bioinformatics	guinea pig	0.329	983	0.9034	1013	Lise	1063	587	0.7494
2	1103 m^2	1.0792	Games and Playable Media	rat	1.1333	1116	0.8693	133	Michael	1074	331	0.5317
7	NULL	0.6778	Data Science	cat	0.3983	865	0.9188	868	Chris	1360	268	0.764
2	1165 m^2	0.9477	eLECTRICAL eNGINEERING	rat	1.0643	906	1.6656	251	Michael	1228	347	0.6258
3	1244 m^2	0.2535	Human Computer Interaction	ferret	0.7608	866	0.8448	922	andrew	971	844	1.1634
1	887 m^2	1.1986	Electrical Engineering	reptile	0.8491	866	1.213	807	Vani	794	1170	1.1626
6	537 m^2	1.0207	Technology and Information Management	pig	1.0491	1323	1.0957	729	Eriq	809	1047	1.0927
3	1478 m^2	0.4579	Human Computer Interaction	hamster	0.6346	1067	1.2739	1041	Andrew	858	861	1.0947
4	696 m^2	1.0744	Robotics Engineering	bird	0.2583	569	0.8077	792	Lise	879	745	0.9277
4	933 m^2	0.9434	bIOINFORMATICS	guinea pig	0.2952	925	0.8052	1107	Lise	884	746	0.8705
2	798 m^2	1.1969	Games and Playable Media	chicken	1.2443	951	0.9164	322	Michael	1034	204	0.4609
7	1120 m^2	1.1708	Data Science	cat	0.5397	964	1.0726	1044	Chris	855	118	1.0628
2	1141 m^2	1.0337	Games and Playable Media	chicken	0.7846	1178	0.9686	118	Michael	540	270	0.2185
1	1001 m^2	0.7764	Electrical Engineering	reptile	0.8986	838	0.7699	1539	Vani	878	982	1.1602
8	845 m^2	1.1023	Computer Science	dog	1.0822	1136	0.7854	866	Sam	1120	1080	0.4772
1	1142 m^2	0.6538	N/A	reptile	0.811	780	1.1013	819	Vani	502	1155	0.7446
0	134 m^2	0.3039	Biotechnology	rabbit	0.7838	864	0.5108	490	Reilly	259	1109	0.7868
4	1022 m^2	1.2474	Bioinformatics	guinea pig	0.101	817	0.5709	980	Inan	1189	863	0.8839
0	388 m^2	0.4536	Computer Engineering	rabbit	0.7543	1092	0.4536	173	Eriq	1113	991	0.9625
5	1138 m^2	0.9583	Applied Mathematics	fish	0.7392	486	0.3392	733	andrew	763	791	0.8213
0	215 m^2	-0.0035	Computer Engineering	rabbit	0.6746	1037	0.114	434	Reilly	711	886	1.1723
3	994 m^2	0.3417	Statistics	hamster	0.8126	1053	1.1143	820	Michael	924	900	0.5972
0	403 m^2	0.4202	Computer Engineering	rabbit	0.7162	765	0.5476	475	Reilly	670	904	0.9536
8	1187 m^2	0.5884	Computer Science	reptile	1.0135	951	0.9868	1169	Tony	1374	817	1.0123
6	678 m^2	1.0094	Technology and Information Management	pig	0.9373	948	0.936	954	Eriq	1104	628	1.2783
5	1308 m^2	1.1108	Bioengineering	fish	0.329	508	1.0841	442	Fabrice	1180	1044	1.1018
1	843 m^2	1.2556	Electrical Engineering	reptile	1.113	1023	1.0116	1055	Vani	935	1042	0.8622
